Dates,SPX Index,NDX Index,XAU Curncy,DXY Curncy,EHFI251 Index,EHFI451 Index,EHFI453 Index,EHPIUS Index,GDP CQOQ Index
28/04/2017,2384.2,5583.53,1268.28,99.05,454.743,196.1,62.23,2.53,1.7
31/05/2017,2411.8,5788.8,1269.86,96.922,456.4545,195.1,61.59,2.53,1.7
30/06/2017,2423.41,5646.92,1241.61,95.628,457.117,193.03,60.94,1.9,2
31/07/2017,2470.3,5880.33,1267.9,92.863,462.0592,189.81,59.99,1.9,2
31/08/2017,2471.65,5988.6,1316.96,92.668,465.3581,190.81,59.22,1.9,2
29/09/2017,2519.36,5979.3,1279.75,93.076,468.4216,187.82,59.33,1.93,3.4
31/10/2017,2575.26,6248.56,1270.34,94.552,474.2029,186.07,59.01,1.93,3.4
30/11/2017,2647.58,6365.56,1271.72,93.047,475.6392,184.13,57.63,1.93,3.4
29/12/2017,2673.61,6396.42,1302.8,92.124,480.1625,183.65,57.1,2.1,4.1
31/01/2018,2823.81,6949.99,1339.79,89.133,490.0866,182.73,57.47,2.1,4.1
28/02/2018,2713.83,6854.42,1319.32,90.613,483.4685,182.66,57.31,2.1,4.1
30/03/2018,2640.87,6581.13,1325.48,89.974,480.8572,182.5,56.64,2.23,2.8
30/04/2018,2648.05,6605.57,1317.16,91.841,483.5368,177.24,56.94,2.23,2.8
31/05/2018,2705.27,6967.73,1301.91,93.979,485.1972,176.48,56.47,2.23,2.8
29/06/2018,2718.37,7040.8,1252.6,94.47,483.4536,175.05,55.93,2.73,2.8
31/07/2018,2816.29,7231.98,1226.1,94.554,485.7311,172.26,56.04,2.73,2.8
31/08/2018,2901.52,7654.55,1200.12,95.14,486.0545,171.27,54.64,2.73,2.8
28/09/2018,2913.98,7627.65,1192.52,95.132,485.867,170.73,54.12,2.63,2.9
31/10/2018,2711.74,6967.1,1213.34,97.127,474.8266,177.09,54,2.63,2.9
30/11/2018,2760.17,6949.01,1220.52,97.272,473.5275,175.47,53.21,2.63,2.9
31/12/2018,2506.85,6329.96,1281.58,96.173,465.8573,185.17,53.82,2.2,0.7
31/01/2019,2704.1,6906.84,1322.06,95.578,477.792,176.23,52.55,2.2,0.7
28/02/2019,2784.49,7097.53,1315.29,96.157,483.1606,174.57,53.01,2.2,0.7
29/03/2019,2834.4,7378.77,1292.38,97.284,486.8757,173.89,52.85,1.67,2.2
30/04/2019,2945.83,7781.46,1283.61,97.479,492.5362,171.36,52.76,1.67,2.2
31/05/2019,2752.06,7127.96,1305.58,97.75,487.486,173.62,51.84,1.67,2.2
28/06/2019,2941.76,7671.08,1409.55,96.13,496.6511,171.26,52.63,1.8,2.7
31/07/2019,2980.38,7848.78,1424.61,98.516,499.7016,169.81,51.78,1.8,2.7
30/08/2019,2926.46,7691,1520.38,98.916,498.1688,175.14,52.11,1.8,2.7
30/09/2019,2976.74,7749.45,1470.54,99.377,498.049,172.15,51.25,1.73,3.6
31/10/2019,3037.56,8083.83,1512.41,97.352,500.6443,170.11,49.94,1.73,3.6
29/11/2019,3140.98,8403.69,1463.97,98.273,504.799,167.65,48.77,1.73,3.6
31/12/2019,3230.78,8733.07,1522.81,96.389,512.6834,165.05,48.22,2.07,1.8
31/01/2020,3225.52,8991.51,1589.16,97.39,514.5849,165.65,48.92,2.07,1.8
28/02/2020,2954.22,8461.83,1585.69,98.132,504.6683,181,55.16,2.07,1.8
31/03/2020,2584.59,7813.5,1597.89,99.048,470.6703,217.58,75.81,2.1,-4.6
30/04/2020,2912.43,9000.51,1687.67,99.016,491.7697,213.75,72.89,2.1,-4.6
29/05/2020,3044.31,9555.52,1730.27,98.344,503.1527,212.98,71.46,2.1,-4.6
30/06/2020,3100.29,10156.85,1783.68,97.391,513.4123,214.32,72.01,0.33,-29.9
31/07/2020,3271.12,10905.88,1975.86,93.349,527.556,216.57,71.45,0.33,-29.9
31/08/2020,3500.31,12110.7,1971.9,92.144,538.4701,216.42,71,0.33,-29.9
30/09/2020,3363,11418.06,1897.9,93.886,534.2268,213.13,68.49,1.23,35.3
30/10/2020,3269.96,11052.95,1878.81,94.038,534.103,211.6,67.35,1.23,35.3
30/11/2020,3621.63,12268.32,1778.1,91.869,560.9854,204.39,64.17,1.23,35.3
31/12/2020,3756.07,12888.28,1894.36,89.937,581.0162,206.99,65.03,1.27,3.9
29/01/2021,3714.24,12925.38,1847.65,90.584,587.6571,206.41,64.58,1.27,3.9
26/02/2021,3811.15,12909.44,1734.04,90.879,603.0932,204.82,64.18,1.27,3.9
31/03/2021,3972.89,13091.44,1712.02,93.232,609.9176,199.81,63.34,1.9,6.3
30/04/2021,4181.17,13860.76,1769.13,91.28,622.0355,196.37,62.65,1.9,6.3
31/05/2021,4204.11,13686.51,1906.75,89.829,627.5279,196.67,62.55,1.9,6.3
30/06/2021,4297.5,14554.8,1772.28,92.436,630.3456,193.55,61.77,4.87,7
30/07/2021,4395.26,14959.9,1814.19,92.174,628.6442,192.79,61.01,4.87,7
31/08/2021,4522.68,15582.51,1814.06,92.626,634.6636,190.57,60.1,4.87,7
30/09/2021,4307.54,14689.62,1758.27,94.23,630.4062,191.58,59.93,5.37,2.7
29/10/2021,4605.38,15850.47,1783.38,94.123,638.7095,190,59.79,5.37,2.7
30/11/2021,4567,16135.92,1774.36,95.994,631.6251,191.88,59.45,5.37,2.7
31/12/2021,4766.18,16320.08,1829.2,95.67,636.9966,187.3,58.33,6.67,7
31/01/2022,4515.55,14930.05,1797,96.54,626.6574,189.66,57.63,6.67,7
28/02/2022,4373.94,14237.81,1899.26,96.707,623.2546,190.49,59.08,6.67,7
31/03/2022,4530.41,14838.49,1944.45,98.312,629.9007,193.28,60.67,7.97,-1.6
29/04/2022,4131.93,12854.8,1896.93,102.959,622.6735,204.71,64.37,7.97,-1.6
31/05/2022,4132.15,12642.1,1845.97,101.752,618.6914,198.99,62.37,7.97,-1.6
30/06/2022,3785.38,11503.72,1809.95,104.685,601.5739,205.17,64.71,8.67,-0.6
29/07/2022,4130.29,12947.97,1765.94,105.903,611.015,202.77,63.38,8.67,-0.6
31/08/2022,3955,12272.03,1716.22,108.7,611.7484,205.05,64.35,8.67,-0.6
30/09/2022,3585.62,10971.22,1660.61,112.117,598.4518,213.21,66.23,8.33,-0.6
